id,name,lat,long,street
1846,Skawina Piastowska,49.987485555,19.8083875,Skawina ul. Piastowska
1847,Skawina Żwirowa,49.985583055,19.804450555,Skawina ul. Żwirowa
1848,Skawina Żwirownia,49.982409722,19.807853333,Skawina ul. Energetyków
1849,Skawina Tyniecka,49.984315,19.816499722,Skawina ul. Tyniecka
1850,Skawina Tyniecka Osiedle,49.978015833,19.8200325,Skawina ul. Tyniecka
1851,Janasówka 01,49.999973333,19.817519166,Bogucianka
1852,Rondo Grzegórzeckie 02,50.057558,19.957748,Grzegórzecka
1853,Hala Targowa 02,50.058678,19.948657,Grzegórzecka
1854,Starowiślna 04,50.057262,19.946032,Dietla
1855,Jubilat 01,50.055498,19.928109,Zwierzyniecka
1856,Komorowskiego 01,50.053451,19.921873,Kościuszki
1857,Salwator 03,50.05263,19.917407,Kościuszki
1858,Salwator 01,50.052708,19.913739, 
1859,Jubilat 02,50.054999,19.927052,Kościuszki
1860,Filharmonia 02,50.058666,19.933001,Zwierzyniecka
1861,Starowiślna 03,50.057227,19.946086,Dietla
1862,Hala Targowa 01,50.058639,19.948875,Grzegórzecka
1863,Plac Bohaterów Getta 02,50.046716,19.9551,Na Zjeździe
1864,św. Wawrzyńca 02,50.051415,19.950829,Starowiślna
1865,Miodowa 02,50.05321,19.9489,Starowiślna
1866,Miodowa 01,50.053886,19.948108,Starowiślna
1867,św. Wawrzyńca 01,50.051131,19.951064,Starowiślna
1868,Plac Bohaterów Getta 01,50.046605,19.955028,Na Zjeździe
1869,Dworzec Główny Zachód 02,50.067827,19.945408,Pawia
1870,Politechnika 02,50.070807,19.945062,Pawia
1871,Dworzec Główny Zachód 01,50.06783,19.945354,Pawia
1872,Teatr Słowackiego 04,50.065006,19.94518,Pawia
1873,Sawiczewskich 01,49.989627222,19.945401944,Myślenicka
1874,Wróblowice Szkoła 01,49.9839875,19.9446275,Myślenicka
1875,Wróblowice 06,49.979315833,19.944356388,Krzyżańskiego
1876,Ukraina 02,49.975728888,19.945863888,Krzyżańskiego
1877,Zbydniowice 02,49.972411666,19.947124166,Krzyżańskiego
1878,Wrząsowice Spacerowa,49.969438055,19.945921111,Wrząsowice ul. Wrzosowa
1879,Wrząsowice Wrzosowa,49.963429444,19.9458725,Wrząsowice ul. Wrzosowa
1880,Wrząsowice Centrum,49.959903055,19.943977222,Wrząsowice ul. Wrzosowa
1881,Wrząsowice Pileckiego,49.957375,19.946185,Wrząsowice ul. Pileckiego
1882,Wrząsowice Kowaleca,49.954304444,19.945561111,Wrząsowice ul. Pileckiego
1883,Wrząsowice Bonifraterska,49.948411666,19.946875277,Wrząsowice ul. Zielona
1884,Wrząsowice Zielona,49.942431388,19.943453055,Konary ul. Zielona
1885,Świątniki Górne Krakowska,49.938410277,19.943275,Świątniki Górne ul. Krakowska
1886,Świątniki Górne Urząd Miasta i Gminy,49.934259722,19.946638333,Świątniki Górne ul. Bruchnalskiego
1887,Świątniki Górne Centrum,49.934366111,19.954023888,Świątniki Górne ul. Bielowicza
1888,Świątniki Górne Bielowicza Szkoła,49.935098333,19.962189722,Świątniki Górne ul. Bielowicza
1889,Świątniki Górne Skrzyżowanie,49.934275,19.966900555,Świątniki Górne ul. Bielowicza
1890,Świątniki Górne Piasna Górka,49.931928888,19.973748611,Rzeszotary ul. Piasna Górka
1891,Rzeszotary Zalesie,49.931555833,19.981395555,Rzeszotary ul. Galicyjska
1892,Rzeszotary Panciawa,49.932216944,19.994413333,Rzeszotary ul. Panciawa
1893,Rzeszotary Panciawa Pętla,49.934846388,19.999378055,Rzeszotary ul. Panciawa
1894,Zbydniowice 03,49.973237777,19.947221388,Krzyżańskiego
1895,Ukraina 01,49.975349166,19.9464525,Krzyżańskiego
1896,Wróblowice 02,49.980611111,19.944398888,Myślenicka
1897,Wróblowice Szkoła 02,49.984554444,19.944540555,Myślenicka
1898,Kaszów Wielka Droga,50.025128611,19.736271666,Kaszów
1899,Kaszów Szkoła nr 2,50.0218675,19.729056666,Kaszów
1900,Kaszów Wyźrał,50.015959444,19.719039166,Kaszów
1901,Zagacie Witkówki,50.004083888,19.702026944,Zagacie ul. Jana III Sobieskiego
1902,Zagacie Górka,49.999875277,19.696725555,Zagacie ul. Jana III Sobieskiego
1903,Czernichów Ratanice Most,49.995303611,19.657391666,Czernichów ul. Wadowicka
1904,Czernichów Ratanice,49.996979444,19.650666944,Czernichów ul. Wadowicka
1905,Kłokoczyn Szkoła,49.994995555,19.639677222,Kłokoczyn ul. Czernichowska
1906,Kłokoczyn Machaczki,49.996403333,19.632448055,Kłokoczyn ul. Czernichowska
1907,Rusocice Łęg,49.995385277,19.618266388,Rusocice ul. Krakowska
1908,Rusocice Załęg,49.997801111,19.617061944,Rusocice ul. Załęg
1909,Rusocice Wieś,50.001152777,19.612977222,Rusocice ul. Załęg
1910,Rusocice Skład,49.9951225,19.606263333,Rusocice ul. Krakowska
1911,Rusocice Na Brzegu,49.99982,19.601890277,Rusocice ul. Krakowska
1912,Rusocice Jałowce,50.0020525,19.591515277,Rusocice ul. Krakowska
1913,Rusocice Granica,50.005246111,19.58803,Rusocice ul. Krakowska
1914,Kamień Remiza,50.008573333,19.583788055,Kamień ul. Piaski
1915,Kamień Szkoła,50.014953055,19.586690833,Kamień Pl. Wolnica
1916,Złocień 01,50.021874166,20.051241944,Domagały
1917,Złocień 02,50.022772222,20.051192777,Domagały
1918,Domagały Magazyny 02,50.029083333,20.051756666,Domagały
1919,Domagały 01,50.033033055,20.051090277,Nad Drwiną
1920,Bazarowa 02,50.034125,20.042288888,Półłanki
1921,Saska 01,50.044427777,19.983535555,Saska
1922,Lipska 05,50.040839444,19.982450555,Kuklińskiego
1923,Gromadzka 03,50.040824722,19.976899722,Kuklińskiego
1924,Kuklińskiego 04,50.045658611,19.973176944,Klimeckiego
1925,Klimeckiego 05,50.049159166,19.967668333,Herlinga-Grudzińskiego
1926,Most Kotlarski 01,50.051057222,19.962198333,Herlinga-Grudzińskiego
1927,Klimeckiego 03,50.048338055,19.968419722,Klimeckiego
1928,Kuklińskiego 06,50.044466944,19.9732475,Kuklińskiego
1929,Gromadzka 04,50.040498611,19.9770425,Kuklińskiego
1930,Lipska 04,50.0412875,19.983468888,Saska
1931,Półłanki 03,50.038029166,20.042381666,Półłanki
1932,Bazarowa 01,50.034394722,20.042146666,Półłanki
1933,Domagały 03,50.032426111,20.051826388,Domagały
1934,Domagały Magazyny 01,50.028118611,20.051521944,Domagały
1935,Szpital Rydygiera 01,50.09263,20.02165,Łopackiego
1936,Os. Wandy 02,50.069391388,20.04866,al. Jana Pawła II
1937,Os. Na Skarpie 05,50.068514166,20.0451875,Zachemskiego
1938,Szpital Żeromskiego 01,50.066389722,20.046919722,Sieroszewskiego
1939,Sieroszewskiego 01,50.066071388,20.051162222,Sieroszewskiego
1940,Klasztor Cystersów 02,50.065289166,20.052043333,Klasztorna
1941,Stare Wiślisko 02,50.059336111,20.050221388,Klasztorna
1942,Lasek Mogilski 02,50.054315277,20.049453333,Klasztorna
1943,Szparagowa 01,50.043102222,20.045165,Półłanki
1944,Złocień 03,50.02232,20.05014,Agatowa
1945,Agatowa 01,50.02191,20.04267,Agatowa
1946,Bieżanów Pomnik 01,50.01824,20.03316,Bieżanowska
1947,Duża Góra 01,50.01819,20.0275,Bieżanowska
1948,Bieżanów Szkoła 04,50.0186,20.02467,Barbary
1949,Nowy Bieżanów P+R 03,50.015234722,20.023139166,Ćwiklińskiej
1950,Ćwiklińskiej 03,50.016101111,20.018785,Ćwiklińskiej
1951,Prokocim Szpital 03,50.0150625,20.001265833,Teligi
1952,Ćwiklińskiej 04,50.015556944,20.020349166,Ćwiklińskiej
1953,Nowy Bieżanów P+R 02,50.014974444,20.023512777,Ćwiklińskiej
1954,Korepty 01,50.01555,20.0284,Mała Góra
1955,Duża Góra 02,50.018,20.02831,Bieżanowska
1956,Bieżanów Pomnik 02,50.01837,20.03514,Bieżanowska
1957,Agatowa 02,50.02176,20.04303,Agatowa
1958,Półłanki 02,50.039140555,20.043200277,Półłanki
1959,Szparagowa 02,50.044420833,20.046049722,Półłanki
1960,Lasek Mogilski 01,50.055518888,20.049661944,Klasztorna
1961,Stare Wiślisko 01,50.059207222,20.050318333,Klasztorna
1962,Klasztor Cystersów 01,50.064178611,20.052210277,Klasztorna
1963,Sieroszewskiego 02,50.066132777,20.051505277,Sieroszewskiego
1964,Szpital Żeromskiego 02,50.066548055,20.046581944,Sieroszewskiego
1966,Dąbrowskiej 01,50.07814,20.01489,Dąbrowskiej
1967,Os. Kościuszkowskie 01,50.08263,20.01681,Dąbrowskiej
1968,Os. Kościuszkowskie 02,50.08279,20.01648,Dąbrowskiej
1969,Dąbrowskiej 02,50.07814,20.01441,Dąbrowskiej
1970,Widłakowa 02,50.037440277,19.877163611,Widłakowa
1971,Bodzowska 02,50.041266666,19.872472777,Widłakowa
1972,Bodzów 02,50.038667777,19.867614166,Wielkanocna
1973,Bodzowska 01,50.041147222,19.872429166,Widłakowa
1974,Widłakowa 01,50.037338888,19.876928611,Widłakowa
1976,Kostrze OSP 02,50.028695555,19.852136388,Dąbrowa
1977,Ślaskiego 02,50.025469722,19.850583055,Dąbrowa
1978,Dąbrowa 02,50.023314722,19.847349722,Dąbrowa
1979,Kostrze 02,50.018958055,19.842551111,Dąbrowa
1980,Bagienna 01,50.010176666,19.840899444,Podgórki Tynieckie
1981,Bagienna 02,50.009746111,19.841222222,Podgórki Tynieckie
1982,Kostrze 01,50.018918055,19.842980277,Dąbrowa
1983,Dąbrowa 01,50.024466388,19.848940555,Dąbrowa
1984,Ślaskiego 01,50.025670833,19.851146666,Dąbrowa
1985,Nowy Kleparz 07,50.074169722,19.936373888,Prądnicka
1986,Morawica Krzyżówka,50.080469722,19.749659722,Morawica
1987,Morawica Mostek,50.082783055,19.738836944,Morawica
1988,Chrosna Kapliczka,50.079605,19.729375277,Chrosna
1989,Chrosna Sklep,50.079667222,19.721047777,Chrosna
1990,Chrosna Studnia,50.081384444,19.716254166,Chrosna
1991,Chrosna Pętla,50.082203055,19.709563333,Chrosna
1992,Morawica Centrum,50.074345,19.751048333, 
1993,Jerzmanowice Pod Lasem,50.201787222,19.784844722,Jerzmanowice ul. Jana III Sobieskiego
1994,Jerzmanowice Lepianka,50.209263888,19.772621388,Jerzmanowice ul. Jana III Sobieskiego
1995,Jerzmanowice Centralna,50.218273055,19.756761388,Jerzmanowice ul. Jana III Sobieskiego
1996,Jerzmanowice Ojcowska,50.221859444,19.748425555,Jerzmanowice ul. Jana III Sobieskiego
1997,Gotkowice Wieś,50.224583611,19.736046111,Gotkowice
1998,Przeginia Ostra Góra,50.230611944,19.719817777,Przeginia
1999,Przeginia Skotnica,50.233103611,19.7111275,Przeginia
2000,Przeginia Dom Ludowy,50.236076944,19.699278611,Przeginia
2001,Przeginia Kościół,50.237598611,19.685736944,Przeginia
2002,Sawiczewskich 04,49.989912222,19.946406111,Sawiczewskich
2003,Fort Swoszowice 02,49.989010833,19.955978333,Sawiczewskich
2004,Landaua 02,49.988076111,19.963743333,Kuryłowicza
2005,Rajsko 02,49.986485,19.969675,Kuryłowicza
2006,Geologów 02,49.985359722,19.977622222,Kuryłowicza
2007,Malinowskiego 02,49.984194166,19.982993611,Kuryłowicza
2008,Soboniowice 02,49.979085833,19.988733055,Drużbackiej
2009,Pod Lipą 02,49.975267222,19.986542777,Drużbackiej
2010,Golkowice Sklep,49.973000833,19.987650555,Golkowice
2011,Grabówki Pętla,49.973741666,20.000553333, 
2012,Podstolice Zamłynie,49.964754722,19.999651388, 
2013,Podstolice Centrum,49.958451111,19.997687222, 
2014,Golkowice Granica,49.973679722,19.994827222, 
2015,Pod Lipą 01,49.97542,19.986636111,Drużbackiej
2016,Soboniowice 03,49.979919722,19.989823611,Drużbackiej
2017,Malinowskiego 01,49.984029722,19.984153055,Kuryłowicza
2018,Geologów 01,49.985027222,19.978776666,Kuryłowicza
2019,Rajsko 01,49.987421666,19.9684875,Kuryłowicza
2020,Landaua 01,49.98842,19.962275833,Sawiczewskich
2021,Fort Swoszowice 01,49.989056388,19.956248611,Sawiczewskich
2022,Aleja Przyjaźni 05,50.075341111,20.034581388,al. Przyjaźni
2023,Uniwersytet Ekonomiczny 01,50.067608,19.952235,Rakowicka
2024,Muzeum Fotografii 01,50.070486,19.954281,Rakowicka
2025,Cmentarz Rakowicki 01,50.074262,19.957387,Rakowicka
2026,Cmentarz Rakowicki 02,50.072948,19.956041,Rakowicka
2027,Muzeum Fotografii 02,50.070982,19.954592,Rakowicka
2028,Uniwersytet Ekonomiczny 02,50.068328,19.952638,Rakowicka
2029,Lubicz 03,50.065436,19.951621,Rakowicka
2030,Wrząsowice Nad Wilgą,49.9672575,19.953401666,Wrząsowice ul. Nad Wilgą
2031,Wrząsowice Pod Skałą,49.961397777,19.954335555,Wrząsowice ul. Pod Skałą
2032,Ochojno Dąbrówki,49.959359722,19.963316944,Ochojno ul. Jagiellońska
2033,Ochojno Kamieniec,49.957363055,19.970925833,Ochojno ul. Jagiellońska
2034,Ochojno Skrzyżowanie,49.952724166,19.974171666,Ochojno ul. Podhalańska
2035,Rzeszotary Remiza,49.945664444,19.973032222,Rzeszotary Górny Rynek
2036,Rzeszotary Polanki,49.945164444,19.981290833,Rzeszotary ul. Piastowska
2037,Rzeszotary Dworska,49.943518333,19.993310555,Rzeszotary ul. Piastowska
2038,Rzeszotary Tempo,49.941555277,19.989029444,Rzeszotary ul. Zagrody
2039,Rzeszotary Trafo,49.939314722,19.983237222,Rzeszotary ul. Pod Dębiną
2040,Rzeszotary Szkoła,49.938286666,19.974490555,Rzeszotary ul. Pod Dębiną
2041,Rzeszotary Pod Dębiną,49.938459444,19.967888055,Rzeszotary ul. Pod Dębiną
2042,Łukasiewicza 01,50.075265555,19.965461388,Łukasiewicza
2043,Cmentarz Rakowicki 04,50.073678333,19.958529722,al. Beliny-Prażmowskiego
2044,Rondo Mogilskie 09,50.06476,19.95902,al. Powstania Warszawskiego
2045,Starowiślna 08,50.05743,19.94576,Dietla
2046,Cmentarz Rakowicki 03,50.073714444,19.958914444,al. Beliny-Prażmowskiego
2047,Lekarska 03,50.08654,19.93883,Lekarska
2048,Reja 01,50.08447,19.9423,Jaracza
2049,Żabiniec 02,50.08445,19.9471,Żabiniec
2050,Żmujdzka 02,50.08626,19.9476,Żabiniec
2051,Bobrzeckiej 02,50.08857,19.9414,Zdrowa
2052,Wydział Farmaceutyczny UJ 01,50.011895277,19.993097222,Medyczna
2053,Prokocim UJ 02,50.0099075,19.992871944,Kostaneckiego
2054,Madejówka 02,50.014186388,20.028192222,Mała Góra
2055,Cmentarz Bieżanów 02,50.010014166,20.022984722,Łaczka
2056,Ks. Łaczka 01,50.0100975,20.030333888,Łaczka
2057,Bieżanów Drożdżownia SKA 01,50.011510833,20.036815277,Lipowskiego
2058,Drożdżowa 02,50.011919444,20.040419444,Bogucicka
2059,Ślósarczyka 02,50.009577777,20.041684444,Bogucicka
2060,Bieżanów Kaim 02,50.008084166,20.045017222,Stolarza
2061,Bieżanów Potrzask 01,50.0083975,20.052908055,Potrzask
2062,Pruszyńskiego 01,50.013700277,20.04893,Potrzask
2063,Weigla 02,50.012968333,20.043085833,Pruszyńskiego
2064,Jędrzejczyka 01,50.014795555,20.042057222,Weigla
2065,Dwór Czeczów 01,50.015282777,20.040529722,Popiełuszki
2066,Lipowskiego 02,50.015096111,20.037180555,Lipowskiego
2067,Bieżanów Drożdżownia SKA 02,50.011353333,20.0356975,Lipowskiego
2068,Świdzińskiego 01,50.010483888,20.032492222,Łaczka
2069,Ks. Łaczka 02,50.01019,20.027355277,Łaczka
2070,Cmentarz Bieżanów 01,50.011495277,20.024475555,Mała Góra
2071,Madejówka 01,50.013615833,20.028113888,Mała Góra
2072,Prokocim UJ 01,50.010320555,19.992496388,Obronna
2073,Instytut Reumatologii 02,50.057731944,19.913707222,al. Focha
2074,Przegon 02,50.056438611,19.904673611,al. Focha
2075,Panieńskich Skał 01,50.06852,19.86472,Królowej Jadwigi
2076,Grabowa 01,50.06969,19.85929,Królowej Jadwigi
2077,Wilczy Stok 02,50.06823,19.85308,Junacka
2078,Raczkiewicza 02,50.06886,19.8372,Olszanicka
2079,Leśmiana 02,50.06814,19.83212,Olszanicka
2080,Olszanica Kapliczka 02,50.0682,19.82873,Olszanicka
2081,Cmentarz Olszanica 04,50.0677,19.82383,Olszanicka
2082,Olszanica Kapliczka 01,50.06807,19.82789,Olszanicka
2083,Leśmiana 01,50.0682,19.83294,Olszanicka
2084,Raczkiewicza 01,50.06875,19.83763,Olszanicka
2085,Wilczy Stok 01,50.06819,19.85317,Junacka
2086,Grabowa 02,50.06973,19.85891,Królowej Jadwigi
2087,Panieńskich Skał 02,50.0686,19.86358,Królowej Jadwigi
2088,Piastowska 02,50.057544722,19.900183888,Królowej Jadwigi
2089,Przegon 01,50.056447222,19.905345,al. Focha
2090,Instytut Reumatologii 01,50.057719722,19.914256944,al. Focha
2091,Cracovia Błonia 01,50.058785,19.921688333,al. Focha
2095,Rzemieślnicza 03,50.032658055,19.938285277,Wadowicka
2096,Łagiewniki 11,50.02881,19.93622,Zakopiańska
2097,Łagiewniki SKA 06,50.02144,19.93188,Trasa Łagiewnicka
2098,Krokusowa 02,50.02498,19.91942,Trasa Łagiewnicka
2099,Borkowska 01,50.004634722,19.905784166,Borkowska
2100,Kliny Zacisze 02,50.001235555,19.900269444,Bartla
2101,Os. Pod Fortem 02,49.998623611,19.897229444,Bartla
2102,Kliny Zacisze 01,50.001647222,19.900897777,Krygowskiego
2103,Borkowska 02,50.004885555,19.905853055,Borkowska
2104,Rostworowskiego 05,50.02764,19.91488,Rostworowskiego
2105,Krokusowa 01,50.02422,19.91962,Trasa Łagiewnicka
2106,Łagiewniki SKA 04,50.02183,19.93291,Zakopiańska
2107,Łagiewniki 06,50.0294425,19.936939444,Wadowicka
2108,Rzemieślnicza 04,50.033204166,19.938845,Wadowicka
2109,Nowy Kleparz 06,50.073103888,19.934821388,Długa
2110,Wzgórza Krzesławickie 05,50.095824722,20.063839444,Architektów
2111,Zawiszy 01,49.999428333,19.9134925,Forteczna
2112,Forteczna 01,50.001048611,19.906106944,Forteczna
2113,Forteczna 02,50.000803888,19.906795555,Forteczna
2114,Zawiszy 02,49.999698611,19.911808055,Forteczna
2115,Judyma Szkoła 02,50.000858611,19.916795833,Judyma
2116,Os. Kliny 02,50.000541388,19.912616944,Zawiszy
2117,Niebyła 02,50.102033055,20.061571944,Kantorowicka
2118,Kantorowice 04,50.104645,20.061571666,Kantorowicka
2119,Niebyła 01,50.102107777,20.061340833,Kantorowicka
2120,Centrum JP II 01,50.012326388,19.9371075,Totus Tuus
2121,Turowicza 03,50.014541388,19.946148888,Trasa Łagiewnicka
2122,Wieliczka Modrzewiowa,49.994699722,20.019902777,Wieliczka ul. Ochota
2123,Wieliczka Krzyszkowice Dom Ludowy,49.989827222,20.032036388,Wieliczka ul. Krzyszkowicka
2124,Wieliczka Os. Szymanowskiego,49.988798611,20.038249166,Wieliczka ul. Sadowa
2125,Wieliczka Solne Miasto,49.985344444,20.046125,Wieliczka ul. Kościuszki
2126,Wieliczka Sąd,49.980705555,20.049398055,Wieliczka ul. Janińska
2127,Wieliczka Klaśnieńska,49.981209444,20.056438333,Wieliczka ul. Klaśnieńska
2128,Wieliczka Goliana,49.985135277,20.061512222,Wieliczka ul. Goliana
2129,Wieliczka Różana,49.998502222,20.024258333,Wieliczka ul. Ochota
2130,Kurdwanów P+R 06,50.014263611,19.949086944,Witosa
2131,Turowicza 04,50.015036944,19.944228055,Trasa Łagiewnicka
2132,Modlnica Skrzyżowanie,50.124474166,19.867578333,Modlnica ul. Leśna
2133,Modlnica Szkoła,50.130616111,19.863255,Modlnica ul. Świętego Wojciecha
2134,Modlnica Kościelna,50.133609166,19.855439722,Modlnica ul. Kościelna
2135,Tomaszowice Zacisze,50.135320555,19.848196111,Tomaszowice ul. Krakowska
2136,Tomaszowice Dwór,50.134431388,19.841722222,Tomaszowice ul. Krakowska
2137,Tomaszowice Kolberga,50.134835833,19.836473055,Tomaszowice ul. Ujazdowska
2138,Tomaszowice Spacerowa,50.134920277,19.831491944,Tomaszowice ul. Ujazdowska
2139,Bratysławska 06,50.084061111,19.932053611,Wybickiego
2140,Władysława Łokietka 01,50.085554722,19.923147222,Władysława Łokietka
2141,"Batalionu ""Skała"" AK 02",50.088819166,19.923416388,"Batalionu ""Skała"" AK"
2142,Wyki 02,50.092708333,19.922331388,Wyki
2143,Skrajna 01,50.092510555,19.91717,Władysława Łokietka
2144,Jordanowska 01,50.095580833,19.914490555,Władysława Łokietka
2145,Chabrowa 01,50.098581111,19.912057222,Władysława Łokietka
2146,Starego Wiarusa 01,50.101558888,19.909437222,Władysława Łokietka
2147,Poziomkowa 01,50.103511388,19.907651666,Władysława Łokietka
2148,Gospodarska 01,50.108295833,19.902600277,Władysława Łokietka
2149,Tonie Skrzyżowanie 01,50.112534166,19.898723611,Władysława Łokietka
2150,Na Budzyniu 02,50.111826388,19.893238888,Gaik
2151,Tonie 03,50.109366944,19.885920277,Gaik
2152,Na Budzyniu 01,50.111878055,19.893604722,Gaik
2153,Tonie Skrzyżowanie 02,50.112685277,19.898324444,Władysława Łokietka
2154,Gospodarska 02,50.107791944,19.903138888,Władysława Łokietka
2155,Poziomkowa 02,50.104260555,19.906670555,Władysława Łokietka
2156,Starego Wiarusa 02,50.100232222,19.910573333,Władysława Łokietka
2157,Chabrowa 02,50.097685,19.912593055,Władysława Łokietka
2158,Jordanowska 02,50.094848611,19.914962222,Władysława Łokietka
2159,Skrajna 02,50.092329166,19.918170277,Pachońskiego
2160,Wyki 01,50.092728888,19.922131944,Wyki
2161,Władysława Łokietka 02,50.086271666,19.922826666,Władysława Łokietka
2162,Os. Piastów 03,50.10064,20.01319,Piasta Kołodzieja
2163,Stella-Sawickiego 05,50.07358,20.00343,Nowohucka
2164,Rondo 308. Dywizjonu 04,50.0682,20.00411,Nowohucka
2165,Bonarka SKA 01,50.02986,19.94454,Tischnera
2166,Łagiewniki 08,50.028813611,19.93745,Tischnera
2167,Bonarka SKA 02,50.02946,19.94538,Tischnera
2168,Rondo 308. Dywizjonu 03,50.06775,20.00458,Nowohucka
2169,Rżąka 02,50.006238055,20.010988611,Rydygiera
2170,Kawiory 04,50.068746111,19.913941666,al. Kijowska
2171,Stachiewicza 01,50.084893055,19.916344722,Stachiewicza
2172,Vetulaniego 02,50.094080277,19.924718888,Pachońskiego
2173,Prądnik Biały 02,50.0962025,19.930309722,Jasna
2174,Pachońskiego P+R 03,50.094745555,19.927966944,Pachońskiego
2175,Vetulaniego 01,50.094059444,19.924027222,Pachońskiego
2176,Makowskiego 04,50.087667777,19.917394444,Makowskiego
2177,Biprostal 05,50.072443333,19.915158888,al. Kijowska
2178,Kawiory 01,50.068707777,19.913783611,al. Kijowska
2179,Czerwiakowskiego 02,50.008302222,20.010038611,Rydygiera
2180,Polana Żywiecka 02,50.011072777,19.909174722,Żywiecka
2181,Łuczyńskiego 02,50.013076666,19.913398055,Żywiecka
2182,Żywiecka 02,50.015716944,19.919725555,Żywiecka
2183,Rynek Fałęcki 02,50.017863611,19.924195555,Kościuszkowców
2184,Kościuszkowców 04,50.016098611,19.928577777,Kościuszkowców
2185,Cmentarz Olszanica 02,50.067574166,19.8237325,Olszanicka
2186,Olszanica Ogródki Działkowe 02,50.064184444,19.817986666,Olszanicka
2187,Olszanica Ogródki Działkowe 01,50.064360833,19.818612222,Olszanicka
2188,Cmentarz Olszanica 01,50.0676075,19.8244275,Olszanicka
2189,Warchałowskiego 02,49.989921388,19.860347222,Wrony
2190,Sapalskiego 02,49.990494444,19.863806388,Wrony
2191,Nałkowskiej 02,49.980414722,19.873075277,Petrażyckiego
2192,Skawina Graniczna,49.976572777,19.861150833,Skawina ul. Graniczna
2193,Skawina Korabniki,49.974819166,19.858430833,Skawina ul. Leśna
2194,Skawina Wyspiańskiego Szkoła,49.971851944,19.853601944,Skawina ul. Wyspiańskiego
2195,Skawina Cmentarz Komunalny,49.967816666,19.852817222,Skawina ul. Wyspiańskiego
2196,Skawina Kopernika,49.966137777,19.850411388,Skawina ul. Kopernika
2197,Skawina Ogrody,49.968784444,19.843532777,Skawina ul. Kopernika
2198,Skawina Starostwo Powiatowe,49.972366111,19.837046944,Skawina ul. Kopernika
2199,Skawina 29 Listopada,49.973305833,19.834715833,Skawina ul. Kopernika
2200,Sidzina 04,49.988435,19.872221111,Działowskiego
2201,Sapalskiego 01,49.990495277,19.864215277,Wrony
2202,Warchałowskiego 01,49.990528611,19.859534722,Wrony
2203,Wrony 03,49.995481666,19.853133333,Wrony
2204,Zielonki Jaskinia Zielonkowska,50.132301388,19.919451111,Zielonki ul. Garlicka
2205,Garlica Murowana Kasztany,50.134675277,19.922941666,Garlica Murowana ul. Garlicka
2206,Garlica Murowana Plac Zabaw,50.141143333,19.927583055,Garlica Murowana ul. Garlicka
2207,Garlica Duchowna Kapliczka,50.144208333,19.924867222,Garlica Duchowna
2208,Garlica Duchowna Rozjazd,50.148829722,19.922058611,Garlica Duchowna
2209,Wola Zachariaszowska Szkoła,50.150470833,19.931564722,Wola Zachariaszowska ul. Słowiańska
2210,Wola Zachariaszowska Słoneczna,50.155562222,19.936395,Wola Zachariaszowska ul. Słowiańska
2211,Górna Wieś Pętla,50.162461388,19.936055833,Górna Wieś ul. Graniczna
2212,Borek Fałęcki 01,50.013101,19.927021,Zakopiańska
2213,Solvay 02,50.014546,19.927822,Zakopiańska
2214,Kościuszkowców 02,50.015661,19.929342,Zakopiańska
2215,Łagiewniki SKA 05,50.0221,19.93254,Zakopiańska
2216,Kościuszkowców 01,50.016651,19.929831,Zakopiańska
2217,Solvay 01,50.014606,19.927852,Zakopiańska
2218,Skawina Zachodnia,49.97303,19.806549166,Skawina ul. Piłsudskiego
2219,Skawina Elektrownia,49.972857222,19.802207222,Skawina ul. Piłsudskiego
2220,Skawina Piłsudskiego,49.972206944,19.797218611,Skawina ul. Piłsudskiego
2221,Skawina Podbory,49.968891111,19.785650277,Skawina ul. Piłsudskiego
2222,Borek Szlachecki,49.966164722,19.778913055,Borek Szlachecki
2223,Borek Szlachecki Kościół,49.965116388,19.772286666,Borek Szlachecki
2224,Zelczyna,49.962422777,19.757908888,Zelczyna
2225,Zelczyna PKP,49.960475,19.747632222,Zelczyna
2226,Zelczyna Szkoła,49.9588825,19.743603611,Zelczyna
2227,Facimiech Pod Kolebą,49.95888,19.7219025, 
2228,Wielkie Drogi PKP,49.9580825,19.710240833,Wielkie Drogi
2229,Wielkie Drogi Ośrodek Zdrowia,49.959262222,19.700960555, 
2230,Wielkie Drogi Szkoła,49.961004444,19.6936525, 
2231,Wielkie Drogi Trzebol,49.960784166,19.6853075,Wielkie Drogi
2232,Jaśkowice PKP,49.960771944,19.674016944,Jaśkowice
2233,Jaśkowice Remiza,49.96006,19.666019444,Jaśkowice
2234,Brzezinka Kuźnia,49.963110555,19.648595833,Brzezinka
2235,Brzeźnica Pasieka,49.964880833,19.638468333,Brzeźnica ul. Krakowska
2236,Brzeźnica Dworzec,49.967182777,19.628235833,Brzeźnica ul. Kolejowa
2237,Lubostroń 04,50.01536,19.90137,Lubostroń
2238,Konopczyńskiego 02,50.01499,19.89688,Lubostroń
2239,Piltza 02,50.01531,19.89276,Lubostroń
2240,Piltza 04,50.01526,19.8903,Lubostroń
2241,Czerwone Maki P+R 06,50.01809,19.88882, 
2242,Piltza 01,50.01522,19.892,Lubostroń
2243,Konopczyńskiego 01,50.01493,19.89685,Lubostroń
2244,Lubostroń 03,50.01547,19.90198,Lubostroń
2245,Malborska 01,50.026394166,19.972981111,Kamieńskiego
